Link,Custom Link,Date Created,Title,Destination URL,Engagements Max History (12/01/2022 - 12/20/2024),Status
https://mkt.aras.com/3YONc46,,11/4/24,Working Concurrently and Collaborating Seamlessly with Digital Threads,https://aras.com/en/blog/working-concurrently-and-collaborating-seamlessly-with-digital-threads?utm_campaign=701UM00000Flnr6&utm_source=mp-social&utm_medium=smm&utm_content=Working-Concurrently-and-Collaborating-Seamlessly-with-Digital-Threads,25,Active
https://mkt.aras.com/3YIrkr4,,10/31/24,Building a Digital Thread and PLM Strategy for the Process Manufacturing Industries,https://aras.com/en/events/all/wbr-20241210-strategy-process-industries?utm_campaign=701UM00000Fd4fq&utm_source=mp-social&utm_medium=smm&utm_content=Building-a-Digital-Thread-and-PLM-Strategy-for-the-Process-Manufacturing-Industries,28,Active
https://mkt.aras.com/40plEDO,,10/30/24,Streamline Supplier Collaboration with Aras Supplier Management Solutions,https://aras.com/en/blog/streamline-collaboration-with-aras-supplier-management-solutions?utm_campaign=701UM00000Fabrd&utm_source=mp-social&utm_medium=smm&utm_content=Streamline-Collaboration-with-Aras-Supplier-Management-Solutions,24,Active
https://mkt.aras.com/4hlqEPM,,10/28/24,Navigating the Future of Manufacturing with the Digital Thread,https://aras.com/en/blog/navigating-the-future-of-manufacturing-with-the-digital-thread?utm_campaign=701UM00000FUHly&utm_source=mp-social&utm_medium=smm&utm_content=Navigating-the-Future-of-Manufacturing-with-the-Digital-Thread,15,Active
https://mkt.aras.com/4e2YF4o,,10/25/24,ACE 2025-webpage v2,https://events.aras.com/ACE2025?utm_campaign=701UM00000FOJts&utm_source=mp-social&utm_medium=smm&utm_content=ACE-2025-webpage,0,Active
https://mkt.aras.com/3BWqPAT,,10/21/24,,https://aras.com/en/blog/3-plm-solutions-built-with-aras-innovator?utm_campaign=701UM00000FCtpm&utm_source=mp-social&utm_medium=smm&utm_content=3-PLM-Solutions-Built-with-Aras-Innovator,26,Active
https://mkt.aras.com/3Yrbyjh,,10/14/24,Boosting Technical Documentation Efficiency,https://aras.com/en/events/all/wbr-20241119-boosting-tech-docs?utm_campaign=701UM00000Evl3m&utm_source=mp-social&utm_medium=smm&utm_content=Boosting-Technical-Documentation-Efficiency,14,Active
https://mkt.aras.com/4eD8aZg,,10/14/24,The Year in Review: AI’s Impact on PLM and What’s Next,https://aras.com/en/events/all/wbr-20241112-year-in-review?utm_campaign=701UM00000Evgk2&utm_source=mp-social&utm_medium=smm&utm_content=AI-Impact-on-PLM-and-Digital-Engineering,43,Active
https://mkt.aras.com/485ZCHS,,10/14/24,Optimizing PLM Supplier Management Solutions,https://aras.com/en/events/all/wbr-20241105-optimizing-plm?utm_campaign=701UM00000EvYMl&utm_source=mp-social&utm_medium=smm&utm_content=Optimizing-PLM-Supplier-Management-Solutions,25,Active
https://mkt.aras.com/4gV3Qq1,,10/11/24,Transform Compliance into a Strategic Advantage,https://aras.com/en/resources/all/eb-compliance-strategic-advantage?utm_campaign=701UM00000Ep1Wj&utm_source=mp-social&utm_medium=smm&utm_content=Transform-Compliance-into-a-Strategic-Advantage,7,Active
https://mkt.aras.com/3YkzaHd,,10/11/24,Optimizing End-of-Life Product Management for the Process Industry,https://aras.com/en/blog/optimizing-end-of-life-product-management-for-the-process-industry?utm_campaign=701UM00000Ep5Gx&utm_source=mp-social&utm_medium=smm&utm_content=Optimizing-End-of-Life-Product-Management-for-the-Process-Industry,11,Active
https://mkt.aras.com/3NtmXJX,,10/11/24,,https://aras.com/en/blog/connecting-industry-5-0-with-engineering-5-0-changing-how-we-innovate?utm_campaign=701UM00000Ep0kK&utm_source=mp-social&utm_medium=smm&utm_content=Connecting-Industry-5.0-with-Engineering-50-Changing-How-We-Innovate,30,Active
https://mkt.aras.com/3BB4itc,,10/9/24,,https://aras.com/en/blog/augment-mbse-with-ai-to-accelerate-time-to-market?utm_campaign=701UM00000EjrwB&utm_source=mp-social&utm_medium=smm&utm_content=Augment-MBSE-with-AI-to-Accelerate-Time-to-Market,15,Active
https://mkt.aras.com/3U0pM9l,,10/8/24,Aras Connect - 2024 US,https://events.aras.com/2024us/Home?utm_campaign=701UM00000EhPw2&utm_source=mp-social&utm_medium=smm&utm_content=Aras-Connect-Forum-US,15,Active
https://mkt.aras.com/3U0fje5,,10/7/24,Aras at AVEVA World 2024,https://aras.com/en/blog/aras-at-aveva-world-2024?utm_campaign=701UM00000Ee3n8&utm_source=mp-social&utm_medium=smm&utm_content=Aras-at-AVEVA-World-2024,8,Active
https://mkt.aras.com/4gTvUtS,,10/4/24,Following the Thread Through Digital Transformation,https://blog.cadalyst.com/product-design-manufacturing-solutions/following-the-thread-through-digital-transformation?utm_campaign=701UM00000EXF53&utm_source=mp-social&utm_medium=smm&utm_content=Following-the-Thread-Through-Digital-Transformation,8,Active
https://mkt.aras.com/4du5XOp,,10/3/24,"Demystifying the EU Digital Product Passport: A Digital Thread Approach to Compliance, Part 2 | Aras",https://aras.com/en/blog/demystifying-the-eu-digital-product-passport-a-digital-thread-approach-to-compliance-part-2?utm_campaign=701UM00000ETjWL&utm_source=mp-social&utm_medium=smm&utm_content=Demystifying-the-EU-Digital-Product-Passport-A-Digital-Thread-Approach-to-Compliance-Part-2,11,Active
https://mkt.aras.com/3N5C5wX,,9/30/24,CPG Supply Chain Optimization: From Concurrent Engineering to Contract Manufacturing,https://aras.com/en/blog/cpg-supply-chain-optimization-from-concurrent-engineering-to-contract-manufacturing?utm_campaign=701UM00000EKtGP&utm_source=mp-social&utm_medium=smm&utm_content=CPG-Supply-Chain-Optimization-From-Concurrent-Engineering-to-Contract-Manufacturing,7,Active
https://mkt.aras.com/3zqVyoN,,9/20/24,,https://www.ansys.com/webinars/spdm-panel-foundation-enterprise-digital-thread?utm_campaign=701UM00000Dvqgj&utm_source=mp-social&utm_medium=smm&utm_content=SPDM-Panel-Discussion-A-Foundation-to-Enable-the-Enterprise-Digital-Thread,5,Active
https://mkt.aras.com/3TymwSc,,9/20/24,virtual tech summit blog,https://aras.com/en/blog/key-takeaways-from-our-inaugural-aras-virtual-tech-summit?utm_campaign=701UM00000DvbMl&utm_source=mp-social&utm_medium=smm&utm_content=Key-Takeaways-from-Our-Inaugural-Aras-Virtual-Tech-Summit,17,Active
https://mkt.aras.com/4gxYLU3,,9/20/24,"Kyocera’s Transformational Shift to a Flexible, Custom PLM Platform","https://aras.com/en/blog/kyoceras-transformational-shift-to-a-flexible-custom-plm-platform?utm_campaign=701UM00000DvUl7&utm_source=mp-social&utm_medium=smm&utm_content=Kyoceras-Transformational-Shift-to-a-Flexible,-Custom-PLM-Platform",9,Active
https://mkt.aras.com/4ehJK7i,,9/16/24,How IC Chiplets and a PLM-managed Digital Thread Enhance the Value of Digital Engineering,https://aras.com/en/blog/how-ic-chiplets-and-a-plm-managed-digital-thread-enhance-the-value-of-digital-engineering?utm_campaign=701UM00000DiJkF&utm_source=mp-social&utm_medium=smm&utm_content=How-IC-Chiplets-and-a-PLM-managed-Digital-Thread-Enhance-the-Value-of-Digital-Engineering,23,Active
https://mkt.aras.com/47oWQgE,,9/13/24,What’s the Best Way to Bring AI Into Engineering? | IndustryWeek,https://www.industryweek.com/technology-and-iiot/emerging-technologies/article/55135813/whats-the-best-way-to-bring-ai-into-engineering?utm_campaign=701UM00000Dbbvi&utm_source=mp-social&utm_medium=smm&utm_content=What-is-the-Best-Way-to-Bring-AI-Into-Engineering?,26,Active
https://mkt.aras.com/3MGDU3g,,9/10/24,"Demystifying the EU Digital Product Passport: A Digital Thread Approach to Compliance, Part 1","https://aras.com/en/blog/demystifying-the-eu-digital-product-passport-a-digital-thread-approach-to-compliance-part-1?utm_campaign=701UM00000DSMvl&utm_source=mp-social&utm_medium=smm&utm_content=Demystifying-the-EU-Digital-Product-Passport:-A-Digital-Thread-Approach-to-Compliance,-Part-1",40,Active
https://mkt.aras.com/3Zjawrn,,9/10/24,81% of Industrial Companies Say That SaaS Will Become the Standard for PLM | Aras,https://aras.com/en/news/press-releases/2024/09/81-of-industrial-companies-say-that-saas-will-become-the-standard-for-plm?utm_campaign=701UM00000DQqGP&utm_source=mp-social&utm_medium=smm&utm_content=81-percent-of-Industrial-Companies-Say-That-SaaS-Will-Become-the-Standard-for-PLM,16,Active
https://mkt.aras.com/4g5OLl2,,8/29/24,Improvements in Configurable Web Services & Responsive Forms in Aras Innovator 32 | Aras,https://aras.com/en/blog/improvements-in-configurable-web-services-responsive-forms-in-aras-innovator-32?utm_campaign=701UM00000Cv5Lr&utm_source=mp-social&utm_medium=smm&utm_content=Improvements-in-Configurable-Web-Services-and-Responsive-Forms-in-Aras-Innovator-32,39,Active
https://mkt.aras.com/3X38itp,,8/28/24,Managing the Digital Thread in Process Manufacturing-Tech-Clarity ebook,https://aras.com/en/resources/all/techclarity-20240807-managing-digital-thread?utm_campaign=701UM00000Csg3p&utm_source=mp-social&utm_medium=smm&utm_content=Managing-the-Digital-Thread-in-Process-Manufacturing,17,Active
https://mkt.aras.com/3XnXK9y,,8/28/24,"Driving CPG and FMCG Product Quality, Compliance, Consumer Trust, and Brand Reputation",https://aras.com/en/blog/driving-cpg-and-fmcg-product-quality-compliance-consumer-trust-and-brand-reputation?utm_campaign=701UM00000CsgJX&utm_source=mp-social&utm_medium=smm&utm_content=Driving-CPG-and-FMCG-Product-Quality-Compliance-Consumer-Trust-and-Brand-Reputation,10,Active
https://mkt.aras.com/3yTeUCO,,8/27/24,How Imperial Brands Adapts to the Changing Compliance Landscape with Aras Innovator | Aras,https://aras.com/en/blog/imperial-brands-compliance-aras-innovator?utm_campaign=701UM00000CoRpK&utm_source=mp-social&utm_medium=smm&utm_content=How-Imperial-Brands-Adapts-to-the-Changing-Compliance-Landscape-with-Aras-Innovator,11,Active
https://mkt.aras.com/4dtMD4T,,8/21/24,Navigating Complexity and Compliance in the Process Industries | Aras,https://aras.com/en/blog/navigating-complexity-and-compliance-in-process-industries?utm_campaign=701UM00000CYqzx&utm_source=mp-social&utm_medium=smm&utm_content=Navigating-Complexity-and-Compliance-in-the-Process-Industries,19,Active
https://mkt.aras.com/46Ntpo0,,8/16/24,Aras Tech Summit,https://aras.com/en/lp/aras-tech-summit?utm_campaign=701UM00000CKi1E&utm_source=mp-social&utm_medium=smm&utm_content=Aras-tech-summit,37,Active
https://mkt.aras.com/4dCRTmi,,8/16/24,Harnessing the Power of Simulation and AI for the Future of Engineering,https://aras.com/en/events/all/wbr-20241022-simulation-and-ai?utm_campaign=701UM00000CKkHY&utm_source=mp-social&utm_medium=smm&utm_content=Harnessing-the-Power-of-Simulation-and-AI-for-the-Future-of-Engineering,61,Active
https://mkt.aras.com/3X6fm9P,,8/16/24,Upskilling Today's Workforce to Use AI Effectively | Aras,https://aras.com/en/blog/upskilling-todays-workforce-to-use-ai-effectively?utm_campaign=701UM00000CKeYf&utm_source=mp-social&utm_medium=smm&utm_content=Upskilling-Workforce-to-Use-AI-Effectively,15,Active
https://mkt.aras.com/3WKmUOr,,8/13/24,How AI Coupled with Systems Thinking Accelerates Time to Market for Product Organizations,https://aras.com/en/events/all/wbr-20241001-time-to-market?utm_campaign=701UM00000CAEXR&utm_source=mp-social&utm_medium=smm&utm_content=How-AI-Coupled-with-Systems-Thinking-Accelerates-Time-to-Market-for-Product-Organizations,54,Active
https://mkt.aras.com/46xG4LG,,8/5/24,Managing SKU Complexity and Driving Lifecycle Traceability of Consumer Packaged Goods,https://aras.com/en/blog/managing-sku-complexity-and-driving-lifecycle-traceability-of-consumer-packaged-goods?utm_campaign=701UM00000Bksrt&utm_source=mp-social&utm_medium=smm&utm_content=Managing-SKU-Complexity-and-Driving-Lifecycle-Traceability-of-Consumer-Packaged-Goods,21,Active
https://mkt.aras.com/3yho2AR,,7/31/24,Digital Thread Strategies For Capital-Intensive Industries | Aras,https://aras.com/en/resources/all/eb-digital-thread-capital-intensive?utm_campaign=701UM00000BUjB5&utm_source=mp-social&utm_medium=smm&utm_content=Digital-Thread-Strategies-For-Capital-Intensive-Industries,14,Active
https://mkt.aras.com/3ytEr57,,7/29/24,Aras Innovator Graph Navigation: Three Quick Tips,https://aras.com/en/blog/aras-innovator-graph-navigation-three-quick-tips?utm_campaign=701UM00000BOORs&utm_source=mp-social&utm_medium=smm&utm_content=Aras-Innovator-Graph-Navigation-Three-Quick-Tips,42,Active
https://mkt.aras.com/4dcEZLk,,7/22/24,"Embracing the Digital Thread in Engineering, Procurement, and Construction: A Paradigm Shift",https://aras.com/en/blog/embracing-the-digital-thread-in-engineering-procurement-and-construction-a-paradigm-shift?utm_campaign=701UM00000B2Kyn&utm_source=mp-social&utm_medium=smm&utm_content=Embracing-the-Digital-Thread-in-EPC-A-Paradigm-Shift,20,Active
https://mkt.aras.com/3Y4xX7k,,7/19/24,Industry Voices: The Dawn of Industry 5.0 – Adding People to the Digital Mix,https://www.designnews.com/automation/industry-voices-the-dawn-of-industry-5-0-adding-people-to-the-digital-mix?utm_campaign=701UM00000AuV3U&utm_source=mp-social&utm_medium=smm&utm_content=Industry-Voices:-The-Dawn-of-Industry-50-Adding-People-to-the-Digital-Mix,11,Active
https://mkt.aras.com/3W2pbUI,,7/18/24,How to Translate PLM Functionality into Business Value | Aras,https://aras.com/en/blog/how-to-translate-plm-functionality-into-business-value?utm_campaign=701UM00000ArnT4&utm_source=mp-social&utm_medium=smm&utm_content=How-to-Translate-PLM-Functionality-into-Business-Value,38,Active
https://mkt.aras.com/3WssYw3,,7/17/24,ACE 2025 save the date press release,https://aras.com/en/news/press-releases/2024/07/save-the-date-ace-2025-in-boston-march-31-april-3?utm_campaign=701UM00000AowXi&utm_source=mp-social&utm_medium=smm&utm_content=Save-the-Date-for-ACE-2025,18,Active
https://mkt.aras.com/3SgMKrJ,https://mkt.aras.com/ACE2025,7/17/24,ACE 2025,https://aras.com/en/lp/ace-2025?utm_campaign=701UM00000Aoyfz&utm_source=mp-social&utm_medium=smm&utm_content=ACE-2025,13,Active
https://mkt.aras.com/4d44nmv,,7/17/24,Digital Threads: The Path to Sustainable Manufacturing | SupplyChainBrain,https://www.supplychainbrain.com/blogs/1-think-tank/post/39913-digital-threads-the-path-to-sustainable-manufacturing?utm_campaign=701UM00000AmpAk&utm_source=mp-social&utm_medium=smm&utm_content=Digital-Threads:-The-Path-to-Sustainable-Manufacturing,12,Active
https://mkt.aras.com/4bMSK2z,,7/16/24,Driving Make-to-Stock Process Manufacturing: From Demand Forecasting to Finished Product | Aras,https://aras.com/en/blog/driving-make-to-stock-process-manufacturing-from-demand-forecasting-to-finished-product?utm_campaign=701UM00000Aj3Sm&utm_source=mp-social&utm_medium=smm&utm_content=Driving-Make-to-Stock-Process-Manufacturing-From-Demand-Forecasting-to-Finished-Product,35,Active
https://mkt.aras.com/3VP6RhR,,7/2/24,Summer Reading List: Exploring the Digital Thread,https://aras.com/en/blog/summer-reading-list-exploring-the-digital-thread?utm_campaign=701UM00000A9g0g&utm_source=mp-social&utm_medium=smm&utm_content=Summer-Reading-List-Exploring-the-Digital-Thread,33,Active
https://mkt.aras.com/3xxUQVZ,,7/2/24,How a Digital Thread Drives Value for Asset-Driven Industries,https://aras.com/en/blog/how-a-digital-thread-drives-value-for-asset-driven-industries?utm_campaign=701UM00000A9e27&utm_source=mp-social&utm_medium=smm&utm_content=How-a-Digital-Thread-Drives-Value-for-Asset-Driven-Industries,22,Active
https://mkt.aras.com/3L62eL9,,7/1/24,Department of Defense Digital Engineering Policy DoDI 5000.97 – Why Should I Care? | Aras,https://aras.com/en/blog/department-of-defense-digital-engineering-policy-dodi-5000-97?utm_campaign=701UM00000A6TET&utm_source=mp-social&utm_medium=smm&utm_content=Department-of-Defense-Digital-Engineering-Policy-DoDI,21,Active
https://mkt.aras.com/3L6yoGp,,7/1/24,Migrating to Aras Innovator SaaS,https://aras.com/en/resources/all/comm-cimdata-20240618-aras-saas?utm_campaign=701UM00000A5mhO&utm_source=mp-social&utm_medium=smm&utm_content=Migrating-to-Aras-Innovator-SaaS,8,Active
https://mkt.aras.com/45Gzz97,,6/28/24,Consuming CWS Endpoints in Aras Innovator | Aras,https://aras.com/en/blog/consuming-cws-endpoints-in-aras-innovator?utm_campaign=701UM000009yEFp&utm_source=mp-social&utm_medium=smm&utm_content=Consuming-CWS-Endpoints-in-Aras-Innovator,39,Active
https://mkt.aras.com/4cDqeRH,,6/27/24,Industry Expert Igal Kaptsan Joins Aras as Senior Vice President of Product Management | Aras,https://aras.com/en/news/press-releases/2024/06/industry-expert-igal-kaptsan-joins-aras-as-senior-vice-president-of-product-management?utm_campaign=701UM000009wUi5&utm_source=mp-social&utm_medium=smm&utm_content=Industry-Expert-Igal-Kaptsan-Joins-Aras-as-Senior-Vice-President-of-Product-Management,24,Active
https://mkt.aras.com/3KZQlX2,,6/24/24,Supporting Many Forms of Compliance with Aras Innovator | Aras,https://aras.com/en/resources/all/comm-cimdata-20240612-compliance?utm_campaign=701UM000009p3l3&utm_source=mp-social&utm_medium=smm&utm_content=Supporting-Many-Forms-of-Compliance-with-Aras-Innovator,10,Active
https://mkt.aras.com/45Lk0gj,,6/24/24,Building Resilience in the Defense Product Lifecycle Ecosystem | Aras,https://aras.com/en/blog/building-resilience-in-the-defense-product-lifecycle-ecosystem?utm_campaign=701UM000009ofqp&utm_source=mp-social&utm_medium=smm&utm_content=Building-Resilience-in-the-Defense-Product-Lifecycle-Ecosystem,33,Active
https://mkt.aras.com/3z7E9ks,,6/18/24,"Moving Your PLM to SaaS Shouldn't Be Painful. So, Why is It? | Aras",https://aras.com/en/blog/moving-your-plm-to-saas-shouldnt-be-painful-so-why-is-it?utm_campaign=701UM000009Zmsd&utm_source=mp-social&utm_medium=smm&utm_content=Moving-Your-PLM-to-SaaS-Should-Not-Be-Painful,26,Active
https://mkt.aras.com/3VHsbpx,,6/13/24,Supplier Management press release,https://aras.com/en/news/press-releases/2024/06/aras-introduces-new-supplier-collaboration-solutions?utm_campaign=701UM000009NoyN&utm_source=mp-social&utm_medium=smm&utm_content=Aras-Introduces-New-Supplier-Collaboration-Solutions,49,Active
https://mkt.aras.com/4cc7LLC,,6/11/24,4 Tips for Meeting Compliance Challenges with Data and AI | Aras,https://aras.com/en/blog/4-tips-for-meeting-compliance-challenges-with-data-and-ai?utm_campaign=701UM000009JvVG&utm_source=mp-social&utm_medium=smm&utm_content=4-Tips-for-Meeting-Compliance-Challenges-with-Data-and-AI,22,Active
https://mkt.aras.com/3yROWz0,,6/11/24,"""Spotlight on the Future” Report Highlights How PLM and Digital Thread Solutions Address Key Challenges with Sustainability Data Accuracy, Availability, and Analysis | Aras","https://aras.com/en/news/press-releases/2024/06/spotlight-on-the-future-report-highlights-how-plm-and-digital-thread-solutions-address-key-challenges-with-sustainability-data-accuracy-availability-and-analysis?utm_campaign=701UM000009Ihyz&utm_source=mp-social&utm_medium=smm&utm_content=Spotlight-on-the-Future-Report-Highlights-How-PLM-and-Digital-Thread-Solutions-Address-Key-Challenges-with-Sustainability-Data-Accuracy,-Availability,-and-Analysis",8,Active
https://mkt.aras.com/3KF90aF,,6/10/24,aras.com,https://www.aras.com/en,3,Active
https://mkt.aras.com/3Vy4HnR,,6/7/24,Farnborough International Airshow | Farnborough International Airshow,https://www.farnboroughairshow.com/,18,Active
https://mkt.aras.com/3VsPkNi,,6/4/24,Transform Your Product Lifecycle with a Unified Digital Thread: A Demo | Aras,https://aras.com/en/blog/transform-your-product-lifecycle-with-a-unified-digital-thread-a-demo?utm_campaign=701UM0000091ywF&utm_source=mp-social&utm_medium=smm&utm_content=Transform-Your-Product-Lifecycle-with-a-Unified-Digital-Thread:-A-Demo,42,Active
https://mkt.aras.com/3WZzfQv,,5/31/24,Digital Thread | Product Lifecycle Traceability | Aras,https://aras.com/en/why-aras/digital-thread?utm_campaign=701UM000008tjtA&utm_source=mp-social&utm_medium=smm&utm_content=digital-thread-webpage,11,Active
https://mkt.aras.com/3KnoY9k,,5/29/24,Customize Your Endpoints with Configurable Web Services,https://aras.com/en/blog/customize-your-endpoints-with-configurable-web-services?utm_campaign=701UM000008my0h&utm_source=mp-social&utm_medium=smm&utm_content=Customize-Your-Endpoints-with-Configurable-Web-Services,56,Active
https://mkt.aras.com/3wU1K7u,https://mkt.aras.com/3ixWf71,5/28/24,Aras Innovator Click-Thru Agreement - English 8.1,https://aras.com/wp-content/uploads/2024/05/Aras-Click-Thru-Agreement-8-1.pdf,4,Active
https://mkt.aras.com/3R2lk8z,,5/28/24,Bring the Power of Data and AI to Managing Compliance,https://aras.com/en/events/all/wbr-20240530-power-of-data,43,Active
https://mkt.aras.com/3VinOSE,,5/28/24,Aras Innovator Click Thru Agreement - Japanese,https://aras.com/wp-content/uploads/2024/05/Aras-Click-Thru-Agreement_JP.pdf,0,Active
https://mkt.aras.com/4bvcp7w,,5/23/24,Aras.com,https://www.aras.com/en?utm_campaign=701UM000008aBhv&utm_source=mp-social&utm_medium=smm&utm_content=Aras.com,111,Active
https://mkt.aras.com/4btNLV3,,5/23/24,What’s New in Aras Innovator: The Value of “Outside-In” Thinking | Aras,https://aras.com/en/blog/whats-new-in-aras-innovator-the-value-of-outside-in-thinking?utm_campaign=701UM000008Zu2j&utm_source=mp-social&utm_medium=smm&utm_content=What-is-New-in-Aras-Innovator:-The-Value-of-Outside-In-Thinking,53,Active
https://mkt.aras.com/3WSodfN,,5/22/24,Pulling the Digital Thread Revolutionizing Capital-Intensive Industries with Large-Scale Digital Transformation,https://aras.com/en/events/all/wbr-20240620-large-scale?utm_campaign=701UM000008WkW9&utm_source=mp-social&utm_medium=smm&utm_content=Pulling-the-Digital-Thread-Revolutionizing-Capital-Intensive-Industries-with-Large-Scale-Digital-Transformation,50,Active
https://mkt.aras.com/3QUHF7H,https://mkt.aras.com/3jBJh5d,5/22/24,TAF Terms,https://www.aras.com/wp-content/uploads/2024/05/TAF-Terms-Conditions-Mar-2020.pdf,317,Active
https://mkt.aras.com/4bpVG5O,https://mkt.aras.com/3nvU0ku,5/22/24,Enterprise SaaS Agreement - March 2021,https://www.aras.com/wp-content/uploads/2024/05/Aras-Enterprise-SaaS-Agreement-ver-Mar-2021.pdf,2569,Active
